#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
type;url;string;string;string
;;xtj;XXX;San Juan Teita Mixtec
;;adz;XXX;Adzera
;;cjo;XXX;Ashéninka Pajonal
;;klp;XXX;Kamasa
;;zag;XXX;Zaghawa
;;xbw;XXX;Kambiwá
;;aas;XXX;Aasáx
;;mmi;XXX;Musar
;;dtd;XXX;Ditidaht
;;jos;XXX;Jordanian Sign Language
;;ygl;XXX;Yangum Gel
;;adq;XXX;Adangbe
;;tii;XXX;Tiene
;;tnu;XXX;Tay Khang
;;mjh;XXX;Mwera (Nyasa)
;;mwj;XXX;Maligo
;;acf;XXX;Saint Lucian Creole French
;;fng;XXX;Fanagalo
;;dwl;XXX;Walo Kumbe Dogon
;;ksu;XXX;Khamyang
;;xpi;XXX;Pictish
;;nyn;XXX;Nyankole
;;kzg;XXX;Kikai
;;xmh;XXX;Kuku-Muminh
;;dec;XXX;Dagik
;;lcc;XXX;Legenyem
;;fij;XXX;Fijian
;;nda;XXX;Ndasa
;;deu;XXX;German
;;kgk;XXX;Kaiwá
;;yih;XXX;Western Yiddish
;;hnh;XXX;//Ani
;;kry;XXX;Kryts
;;bmn;XXX;Bina (Papua New Guinea)
;;ghk;XXX;Geko Karen
;;soi;XXX;Sonha
;;kwb;XXX;Kwa
;;xgr;XXX;Garza
;;srb;XXX;Sora
;;ola;XXX;Walungge
;;nri;XXX;Chokri Naga
;;wai;XXX;Wares
;;agw;XXX;Kahua
;;mjs;XXX;Miship
;;sjd;XXX;Kildin Sami
;;doy;XXX;Dompo
;;wmb;XXX;Wambaya
;;gdb;XXX;Pottangi Ollar Gadaba
;;xke;XXX;Kereho
;;nkr;XXX;Nukuoro
;;mxj;XXX;Miju-Mishmi
;;afe;XXX;Putukwam
;;kbt;XXX;Abadi
;;aeb;XXX;Tunisian Arabic
;;uis;XXX;Uisai
;;opa;XXX;Okpamheri
;;bbd;XXX;Bau
;;kvf;XXX;Kabalai
;;mzs;XXX;Macanese
;;swh;XXX;Swahili (individual language)
;;nme;XXX;Mzieme Naga
;;hsh;XXX;Hungarian Sign Language
;;bhm;XXX;Bathari
;;zrg;XXX;Mirgan
;;plp;XXX;Palpa
;;cup;XXX;Cupeño
;;mjq;XXX;Malaryan
;;pno;XXX;Panobo
;;gta;XXX;Guató
;;rnw;XXX;Rungwa
;;nue;XXX;Ngundu
;;koi;XXX;Komi-Permyak
;;qxn;XXX;Northern Conchucos Ancash Quechua
;;ymx;XXX;Northern Muji
;;ckx;XXX;Caka
;;rem;XXX;Remo
;;kws;XXX;Kwese
;;xqa;XXX;Karakhanid
;;cbw;XXX;Kinabalian
;;gnq;XXX;Gana
;;ccm;XXX;Malaccan Creole Malay
;;cpn;XXX;Cherepon
;;dai;XXX;Day
;;jku;XXX;Labir
;;sns;XXX;South West Bay
;;ruo;XXX;Istro Romanian
;;vmp;XXX;Soyaltepec Mazatec
;;nyr;XXX;Nyiha (Malawi)
;;akx;XXX;Aka-Kede
;;awa;XXX;Awadhi
;;cpg;XXX;Cappadocian Greek
;;dow;XXX;Doyayo
;;teq;XXX;Temein
;;gel;XXX;ut-Ma'in
;;mry;XXX;Mandaya
;;tgs;XXX;Nume
;;swa;XXX;Swahili (macrolanguage)
;;bhu;XXX;Bhunjia
;;sry;XXX;Sera
;;ydd;XXX;Eastern Yiddish
;;xmd;XXX;Mbudum
;;cay;XXX;Cayuga
;;xar;XXX;Karami
;;mom;XXX;Mangue
;;aqg;XXX;Arigidi
;;myg;XXX;Manta
;;kli;XXX;Kalumpang
;;tkn;XXX;Toku-No-Shima
;;aek;XXX;Haeke
;;ddj;XXX;Jaru
;;lll;XXX;Lilau
;;krc;XXX;Karachay-Balkar
;;kyn;XXX;Northern Binukidnon
;;tzj;XXX;Tz'utujil
;;nms;XXX;Letemboi
;;awv;XXX;Jair Awyu
;;bkw;XXX;Bekwel
;;paf;XXX;Paranawát
;;nnz;XXX;Nda'nda'
;;lng;XXX;Langobardic
;;njj;XXX;Njen
;;tyr;XXX;Tai Daeng
;;twh;XXX;Tai Dón
;;mwk;XXX;Kita Maninkakan
;;zhb;XXX;Zhaba
;;puy;XXX;Purisimeño
;;nou;XXX;Ewage-Notu
;;enf;XXX;Forest Enets
;;jeh;XXX;Jeh
;;tur;XXX;Turkish
;;laq;XXX;Qabiao
;;old;XXX;Mochi
;;heh;XXX;Hehe
;;aue;XXX;=/Kx'au//'ein
;;tpl;XXX;Tlacoapa Me'phaa
;;mpz;XXX;Mpi
;;blg;XXX;Balau
;;ttn;XXX;Towei
;;slk;XXX;Slovak
;;arj;XXX;Arapaso
;;rpt;XXX;Rapting
;;bpp;XXX;Kaure
;;jua;XXX;Júma
;;apo;XXX;Ambul
;;frm;XXX;Middle French (ca. 1400-1600)
;;coh;XXX;Chonyi-Dzihana-Kauma
;;oia;XXX;Oirata
;;wii;XXX;Minidien
;;ggt;XXX;Gitua
;;yuw;XXX;Yau (Morobe Province)
;;onu;XXX;Unua
;;all;XXX;Allar
;;bbk;XXX;Babanki
;;agz;XXX;Mt. Iriga Agta
;;dbq;XXX;Daba
;;idb;XXX;Indo-Portuguese
;;rar;XXX;Rarotongan
;;ngk;XXX;Ngalkbun
;;mwv;XXX;Mentawai
;;thy;XXX;Tha
;;bic;XXX;Bikaru
;;ngg;XXX;Ngbaka Manza
;;yle;XXX;Yele
;;xhr;XXX;Hernican
;;prp;XXX;Parsi
;;mku;XXX;Konyanka Maninka
;;thr;XXX;Rana Tharu
;;ksy;XXX;Kharia Thar
;;omr;XXX;Old Marathi
;;kud;XXX;'Auhelawa
;;swi;XXX;Sui
;;bib;XXX;Bissa
;;mgh;XXX;Makhuwa-Meetto
;;lef;XXX;Lelemi
;;xep;XXX;Epi-Olmec
;;arg;XXX;Aragonese
;;zua;XXX;Zeem
;;ese;XXX;Ese Ejja
;;pmf;XXX;Pamona
;;tpa;XXX;Taupota
;;sbh;XXX;Sori-Harengan
;;kvl;XXX;Brek Karen
;;hmi;XXX;Northern Huishui Hmong
;;gka;XXX;Guya
;;apc;XXX;North Levantine Arabic
;;ogu;XXX;Ogbronuagum
;;alf;XXX;Alege
;;pmt;XXX;Tuamotuan
;;jup;XXX;Hupdë
;;plh;XXX;Paulohi
;;nud;XXX;Ngala
;;bee;XXX;Byangsi
;;ror;XXX;Rongga
;;pna;XXX;Punan Bah-Biau
;;obm;XXX;Moabite
;;krh;XXX;Kurama
;;ogg;XXX;Ogbogolo
;;jaj;XXX;Zazao
;;zen;XXX;Zenaga
;;add;XXX;Dzodinka
;;bye;XXX;Pouye
;;mpv;XXX;Mungkip
;;fil;XXX;Filipino
;;bdg;XXX;Bonggi
;;ktq;XXX;Katabaga
;;tpj;XXX;Tapieté
;;bep;XXX;Besoa
;;acw;XXX;Hijazi Arabic
;;hrz;XXX;Harzani
;;zsl;XXX;Zambian Sign Language
;;mxr;XXX;Murik (Malaysia)
;;bci;XXX;Baoulé
;;ysl;XXX;Yugoslavian Sign Language
;;txh;XXX;Thracian
;;szd;XXX;Seru
;;xub;XXX;Betta Kurumba
;;tav;XXX;Tatuyo
;;sue;XXX;Suena
;;don;XXX;Toura (Papua New Guinea)
;;wau;XXX;Waurá
;;nln;XXX;Durango Nahuatl
;;car;XXX;Galibi Carib
;;kgs;XXX;Kumbainggar
;;ktf;XXX;Kwami
;;meu;XXX;Motu
;;mpq;XXX;Matís
;;cjv;XXX;Chuave
;;idi;XXX;Idi
;;mbo;XXX;Mbo (Cameroon)
;;kiz;XXX;Kisi
;;tbd;XXX;Kaki Ae
;;kdq;XXX;Koch
;;ncg;XXX;Nisga'a
;;xed;XXX;Hdi
;;mql;XXX;Mbelime
;;chj;XXX;Ojitlán Chinantec
;;mit;XXX;Southern Puebla Mixtec
;;kuh;XXX;Kushi
;;azo;XXX;Awing
;;axg;XXX;Mato Grosso Arára
;;snz;XXX;Sinsauru
;;tiy;XXX;Tiruray
;;lop;XXX;Lopa
;;mgo;XXX;Meta'
;;onn;XXX;Onobasulu
;;esq;XXX;Esselen
;;naf;XXX;Nabak
;;lmk;XXX;Lamkang
;;vep;XXX;Veps
;;scv;XXX;Sheni
;;kcu;XXX;Kami (Tanzania)
;;pgu;XXX;Pagu
;;mxz;XXX;Central Masela
;;kfe;XXX;Kota (India)
;;mli;XXX;Malimpung
;;asb;XXX;Assiniboine
;;kan;XXX;Kannada
;;mlj;XXX;Miltu
;;cga;XXX;Changriwa
;;cbd;XXX;Carijona
;;swv;XXX;Shekhawati
;;bve;XXX;Berau Malay
;;nmp;XXX;Nimanbur
;;nby;XXX;Ningera
;;wrm;XXX;Warumungu
;;cmr;XXX;Mro Chin
;;jak;XXX;Jakun
;;svk;XXX;Slovakian Sign Language
;;kuu;XXX;Upper Kuskokwim
;;scq;XXX;Sa'och
;;mep;XXX;Miriwung
;;yui;XXX;Yurutí
;;ntp;XXX;Northern Tepehuan
;;tmr;XXX;Jewish Babylonian Aramaic (ca. 200-1200 CE)
;;shj;XXX;Shatt
;;ett;XXX;Etruscan
;;kos;XXX;Kosraean
;;env;XXX;Enwan (Edu State)
;;jbt;XXX;Jabutí
;;xlo;XXX;Loup A
;;leo;XXX;Leti (Cameroon)
;;lko;XXX;Khayo
;;zrp;XXX;Zarphatic
;;ato;XXX;Atong
;;irk;XXX;Iraqw
;;xkd;XXX;Mendalam Kayan
;;siq;XXX;Sonia
;;wux;XXX;Wulna
;;tpc;XXX;Azoyú Me'phaa
;;lbf;XXX;Tinani
;;gfk;XXX;Patpatar
;;lgu;XXX;Longgu
;;mnr;XXX;Mono (USA)
;;sld;XXX;Sissala
;;mod;XXX;Mobilian
;;gut;XXX;Maléku Jaíka
;;zpe;XXX;Petapa Zapotec
;;yaz;XXX;Lokaa
;;sim;XXX;Mende (Papua New Guinea)
;;btt;XXX;Bete-Bendi
;;dbe;XXX;Dabe
;;snc;XXX;Sinaugoro
;;aso;XXX;Dano
;;xha;XXX;Harami
;;ybl;XXX;Yukuben
;;afn;XXX;Defaka
;;ttv;XXX;Titan
;;bpv;XXX;Bian Marind
;;qxw;XXX;Jauja Wanca Quechua
;;eze;XXX;Uzekwe
;;fpe;XXX;Fernando Po Creole English
;;pcf;XXX;Paliyan
;;tnk;XXX;Kwamera
;;asv;XXX;Asoa
;;tul;XXX;Tula
;;saf;XXX;Safaliba
;;nur;XXX;Nukuria
;;sad;XXX;Sandawe
;;qvo;XXX;Napo Lowland Quechua
;;ncl;XXX;Michoacán Nahuatl
;;dpp;XXX;Papar
;;pbo;XXX;Papel
;;peh;XXX;Bonan
;;lgl;XXX;Wala
;;msp;XXX;Maritsauá
;;cea;XXX;Lower Chehalis
;;lmu;XXX;Lamenu
;;gvc;XXX;Guanano
;;aqz;XXX;Akuntsu
;;xsm;XXX;Kasem
;;tlx;XXX;Khehek
;;blp;XXX;Blablanga
;;yim;XXX;Yimchungru Naga
;;urr;XXX;Lehalurup
;;sto;XXX;Stoney
;;zgn;XXX;Guibian Zhuang
;;hla;XXX;Halia
;;yss;XXX;Yessan-Mayo
;;nqg;XXX;Southern Nago
;;bpy;XXX;Bishnupriya
;;ukg;XXX;Ukuriguma
;;omu;XXX;Omurano
;;bwh;XXX;Bishuo
;;emx;XXX;Erromintxela
;;kle;XXX;Kulung (Nepal)
;;mmh;XXX;Mehináku
;;kdx;XXX;Kam
;;lwt;XXX;Lewotobi
;;mdl;XXX;Maltese Sign Language
;;sbz;XXX;Sara Kaba
;;nho;XXX;Takuu
;;naw;XXX;Nawuri
;;thc;XXX;Tai Hang Tong
;;trc;XXX;Copala Triqui
;;tmf;XXX;Toba-Maskoy
;;akc;XXX;Mpur
;;jar;XXX;Jarawa (Nigeria)
;;khn;XXX;Khandesi
;;kki;XXX;Kagulu
;;tyj;XXX;Tai Do
;;nkd;XXX;Koireng
;;sus;XXX;Susu
;;isi;XXX;Nkem-Nkum
;;khq;XXX;Koyra Chiini Songhay
;;yuc;XXX;Yuchi
;;wma;XXX;Mawa (Nigeria)
;;swt;XXX;Sawila
;;cha;XXX;Chamorro
;;lzn;XXX;Leinong Naga
;;xpq;XXX;Mohegan-Pequot
;;bme;XXX;Limassa
;;ssz;XXX;Sengseng
;;gsl;XXX;Gusilay
;;qvz;XXX;Northern Pastaza Quichua
;;bey;XXX;Beli (Papua New Guinea)
;;cre;XXX;Cree
;;bom;XXX;Berom
;;ghl;XXX;Ghulfan
;;yav;XXX;Yangben
;;rng;XXX;Ronga
;;pst;XXX;Central Pashto
;;bim;XXX;Bimoba
;;kil;XXX;Kariya
;;dij;XXX;Dai
;;tlm;XXX;Tolomako
;;acp;XXX;Eastern Acipa
;;ndm;XXX;Ndam
;;oym;XXX;Wayampi
;;ayi;XXX;Leyigha
;;beg;XXX;Belait
;;ndx;XXX;Nduga
;;xle;XXX;Lemnian
;;pkh;XXX;Pankhu
;;nbe;XXX;Konyak Naga
;;kgf;XXX;Kube
;;ppq;XXX;Pei
;;bvt;XXX;Bati (Indonesia)
;;lsr;XXX;Aruop
;;mkn;XXX;Kupang Malay
;;ppm;XXX;Papuma
;;pai;XXX;Pe
;;jil;XXX;Jilim
;;mfd;XXX;Mendankwe-Nkwen
;;bjf;XXX;Barzani Jewish Neo-Aramaic
;;lmb;XXX;Merei
;;myi;XXX;Mina (India)
;;han;XXX;Hangaza
;;nsy;XXX;Nasal
;;cma;XXX;Maa
;;bod;XXX;Tibetan
;;ena;XXX;Apali
;;nam;XXX;Nangikurrunggurr
;;kaf;XXX;Katso
;;tli;XXX;Tlingit
;;tgv;XXX;Tingui-Boto
;;snj;XXX;Riverain Sango
;;pse;XXX;Central Malay
;;lvs;XXX;Standard Latvian
;;tuy;XXX;Tugen
;;lfn;XXX;Lingua Franca Nova
;;sdx;XXX;Sibu Melanau
;;mhp;XXX;Balinese Malay
;;wnk;XXX;Wanukaka
;;bki;XXX;Baki
;;mkx;XXX;Kinamiging Manobo
;;bkn;XXX;Bukitan
;;piw;XXX;Pimbwe
;;wly;XXX;Waling
;;eno;XXX;Enggano
;;xxt;XXX;Tambora
;;lus;XXX;Lushai
;;rwm;XXX;Amba (Uganda)
;;axk;XXX;Yaka (Central African Republic)
;;kie;XXX;Kibet
;;abg;XXX;Abaga
;;wci;XXX;Waci Gbe
;;sls;XXX;Singapore Sign Language
;;war;XXX;Waray (Philippines)
;;tbv;XXX;Tobo
;;mui;XXX;Musi
;;aaf;XXX;Aranadan
;;pig;XXX;Pisabo
;;mzm;XXX;Mumuye
;;wlr;XXX;Wailapa
;;oor;XXX;Oorlams
;;fli;XXX;Fali
;;xkv;XXX;Kgalagadi
;;gae;XXX;Guarequena
;;huy;XXX;Hulaulá
;;tcp;XXX;Tawr Chin
;;cwe;XXX;Kwere
;;kjo;XXX;Harijan Kinnauri
;;abq;XXX;Abaza
;;kpx;XXX;Mountain Koiali
;;yia;XXX;Yinggarda
;;gga;XXX;Gao
;;ile;XXX;Interlingue
;;kka;XXX;Kakanda
;;tat;XXX;Tatar
;;leu;XXX;Kara (Papua New Guinea)
;;lip;XXX;Sekpele
;;mfv;XXX;Mandjak
;;miy;XXX;Ayutla Mixtec
;;atb;XXX;Zaiwa
;;att;XXX;Pamplona Atta
;;ulc;XXX;Ulch
;;goh;XXX;Old High German (ca. 750-1050)
;;gru;XXX;Kistane
;;pmm;XXX;Pomo
;;wtm;XXX;Mewati
;;bwa;XXX;Bwatoo
;;knb;XXX;Lubuagan Kalinga
;;lht;XXX;Lo-Toga
;;ruh;XXX;Ruga
;;wea;XXX;Wewaw
;;phd;XXX;Phudagi
;;gmy;XXX;Mycenaean Greek
;;grn;XXX;Guarani
;;plz;XXX;Paluan
;;bfe;XXX;Betaf
;;sbu;XXX;Stod Bhoti
;;hdy;XXX;Hadiyya
;;uok;XXX;Uokha
;;tsx;XXX;Mubami
;;aht;XXX;Ahtena
;;dav;XXX;Taita
;;ell;XXX;Modern Greek (1453-)
;;tuo;XXX;Tucano
;;plq;XXX;Palaic
;;ccg;XXX;Samba Daka
;;tcg;XXX;Tamagario
;;hoy;XXX;Holiya
;;ibi;XXX;Ibilo
;;mhd;XXX;Mbugu
;;aeu;XXX;Akeu
;;pht;XXX;Phu Thai
;;trr;XXX;Taushiro
;;lah;XXX;Lahnda
;;zms;XXX;Mbesa
;;bag;XXX;Tuki
;;igm;XXX;Kanggape
;;okn;XXX;Oki-No-Erabu
;;byz;XXX;Banaro
;;cdr;XXX;Cinda-Regi-Tiyal
;;tsg;XXX;Tausug
;;pdn;XXX;Podena
;;buv;XXX;Bun
;;dyd;XXX;Dyugun
;;twp;XXX;Ere
;;jda;XXX;Jad
;;faf;XXX;Fagani
;;zsu;XXX;Sukurum
;;xag;XXX;Aghwan
;;itz;XXX;Itzá
;;tmc;XXX;Tumak
;;oua;XXX;Tagargrent
;;hwc;XXX;Hawai'i Creole English
;;kye;XXX;Krache
;;evn;XXX;Evenki
;;zdj;XXX;Ngazidja Comorian
;;tnt;XXX;Tontemboan
;;shv;XXX;Shehri
;;pbf;XXX;Coyotepec Popoloca
;;kzu;XXX;Kayupulau
;;acz;XXX;Acheron
;;shc;XXX;Sonde
;;kwy;XXX;San Salvador Kongo
;;yha;XXX;Baha Buyang
;;vmg;XXX;Minigir
;;csi;XXX;Coast Miwok
;;pip;XXX;Pero
;;bdt;XXX;Bokoto
;;kcl;XXX;Kela (Papua New Guinea)
;;for;XXX;Fore
;;pbt;XXX;Southern Pashto
;;buk;XXX;Bugawac
;;gan;XXX;Gan Chinese
;;mvt;XXX;Mpotovoro
;;khx;XXX;Kanu
;;sfw;XXX;Sehwi
;;ptn;XXX;Patani
;;dym;XXX;Yanda Dom Dogon
;;yrw;XXX;Yarawata
;;hur;XXX;Halkomelem
;;ssr;XXX;Swiss-French Sign Language
;;aun;XXX;Molmo One
;;kfv;XXX;Kurmukar
;;ngv;XXX;Nagumi
;;crq;XXX;Iyo'wujwa Chorote
;;kuw;XXX;Kpagua
;;ypg;XXX;Phola
;;ypa;XXX;Phala
;;ymm;XXX;Maay
;;aon;XXX;Bumbita Arapesh
;;fuv;XXX;Nigerian Fulfulde
;;ypn;XXX;Ani Phowa
;;pha;XXX;Pa-Hng
;;atx;XXX;Arutani
;;ood;XXX;Tohono O'odham
;;cnh;XXX;Haka Chin
;;iki;XXX;Iko
;;tvl;XXX;Tuvalu
;;kzn;XXX;Kokola
;;psp;XXX;Philippine Sign Language
;;mqc;XXX;Mangole
;;kfn;XXX;Kuk
;;hps;XXX;Hawai'i Pidgin Sign Language
;;gry;XXX;Barclayville Grebo
;;gwd;XXX;Gawwada
;;toj;XXX;Tojolabal
;;gji;XXX;Geji
;;xrr;XXX;Raetic
;;mvq;XXX;Moere
;;orw;XXX;Oro Win
;;taf;XXX;Tapirapé
;;mbx;XXX;Mari (East Sepik Province)
;;scl;XXX;Shina
;;ysd;XXX;Samatao
;;bsg;XXX;Bashkardi
;;spl;XXX;Selepet
;;nnl;XXX;Northern Rengma Naga
;;byd;XXX;Benyadu'
;;hah;XXX;Hahon
;;buy;XXX;Bullom So
;;lun;XXX;Lunda
;;mda;XXX;Mada (Nigeria)
;;sik;XXX;Sikiana
;;ysy;XXX;Sanie
;;kor;XXX;Korean
;;weh;XXX;Weh
;;sxn;XXX;Sangir
;;app;XXX;Apma
;;nya;XXX;Nyanja
;;wit;XXX;Wintu
;;kef;XXX;Kpessi
;;mwy;XXX;Mosiro
;;lai;XXX;Lambya
;;gmm;XXX;Gbaya-Mbodomo
;;okd;XXX;Okodia
;;bxx;XXX;Borna (Democratic Republic of Congo)
;;jma;XXX;Dima
;;kdr;XXX;Karaim
;;onk;XXX;Kabore One
;;sux;XXX;Sumerian
;;ndo;XXX;Ndonga
;;alq;XXX;Algonquin
;;hal;XXX;Halang
;;wja;XXX;Waja
;;dir;XXX;Dirim
;;stg;XXX;Trieng
;;srq;XXX;Sirionó
;;zat;XXX;Tabaa Zapotec
;;blf;XXX;Buol
;;ahm;XXX;Mobumrin Aizi
;;dji;XXX;Djinang
;;lug;XXX;Ganda
;;ypz;XXX;Phuza
;;tba;XXX;Aikanã
;;krz;XXX;Sota Kanum
;;mmg;XXX;North Ambrym
;;tua;XXX;Wiarumus
;;bkf;XXX;Beeke
;;igl;XXX;Igala
;;das;XXX;Daho-Doo
;;ugo;XXX;Ugong
;;ttg;XXX;Tutong
;;mik;XXX;Mikasuki
;;pch;XXX;Pardhan
;;gli;XXX;Guliguli
;;ksp;XXX;Kaba
;;ajw;XXX;Ajawa
;;oci;XXX;Occitan (post 1500)
;;anu;XXX;Anuak
;;tic;XXX;Tira
;;bly;XXX;Notre
;;mgz;XXX;Mbugwe
;;loy;XXX;Lowa
;;syl;XXX;Sylheti
;;iou;XXX;Tuma-Irumu
;;qvi;XXX;Imbabura Highland Quichua
;;ihp;XXX;Iha
;;fni;XXX;Fania
;;seq;XXX;Senara Sénoufo
;;ikv;XXX;Iku-Gora-Ankwa
;;ksx;XXX;Kedang
;;heg;XXX;Helong
;;nbv;XXX;Ngamambo
;;aah;XXX;Abu' Arapesh
;;cro;XXX;Crow
;;gce;XXX;Galice
;;kdk;XXX;Numee
;;kmf;XXX;Kare (Papua New Guinea)
;;dem;XXX;Dem
;;tgc;XXX;Tigak
;;xrn;XXX;Arin
;;cdj;XXX;Churahi
;;goi;XXX;Gobasi
;;ghs;XXX;Guhu-Samane
;;xte;XXX;Ketengban
;;wes;XXX;Cameroon Pidgin
;;dtu;XXX;Tebul Ure Dogon
;;cli;XXX;Chakali
;;omo;XXX;Utarmbung
;;ggw;XXX;Gogodala
;;vgr;XXX;Vaghri
;;svb;XXX;Ulau-Suain
;;isn;XXX;Isanzu
;;tcz;XXX;Thado Chin
;;bjn;XXX;Banjar
;;dei;XXX;Demisa
;;rga;XXX;Roria
;;jgo;XXX;Ngomba
;;lor;XXX;Téén
;;uku;XXX;Ukue
;;qum;XXX;Sipacapense
;;sky;XXX;Sikaiana
;;pok;XXX;Pokangá
;;mmt;XXX;Malalamai
;;mzk;XXX;Nigeria Mambila
;;kmq;XXX;Kwama
;;boz;XXX;Tiéyaxo Bozo
;;bka;XXX;Kyak
;;xly;XXX;Elymian
;;isg;XXX;Irish Sign Language
;;nto;XXX;Ntomba
;;dml;XXX;Dameli
;;nit;XXX;Southeastern Kolami
;;bzw;XXX;Basa (Nigeria)
;;aic;XXX;Ainbai
;;gly;XXX;Gule
;;dbb;XXX;Deno
;;rer;XXX;Rer Bare
;;ahg;XXX;Qimant
;;cce;XXX;Chopi
;;dka;XXX;Dakpakha
;;yme;XXX;Yameo
;;nns;XXX;Ningye
;;pye;XXX;Pye Krumen
;;gaw;XXX;Nobonob
;;dov;XXX;Dombe
;;idr;XXX;Indri
;;mcy;XXX;South Watut
;;brn;XXX;Boruca
;;ncm;XXX;Nambo
;;aiy;XXX;Ali
;;dgi;XXX;Northern Dagara
;;nye;XXX;Nyengo
;;kkx;XXX;Kohin
;;ctn;XXX;Chhintange
;;ziz;XXX;Zizilivakan
;;trf;XXX;Trinidadian Creole English
;;cja;XXX;Western Cham
;;pio;XXX;Piapoco
;;kns;XXX;Kensiu
;;inj;XXX;Jungle Inga
;;dgk;XXX;Dagba
;;bbu;XXX;Kulung (Nigeria)
;;ole;XXX;Olekha
;;mgf;XXX;Maklew
;;wbv;XXX;Wajarri
;;bfg;XXX;Busang Kayan
;;sos;XXX;Seeku
;;bnn;XXX;Bunun
;;qux;XXX;Yauyos Quechua
;;dgr;XXX;Dogrib
;;sri;XXX;Siriano
;;huk;XXX;Hulung
;;vmf;XXX;Mainfränkisch
;;hop;XXX;Hopi
;;pah;XXX;Tenharim
;;chr;XXX;Cherokee
;;zkg;XXX;Koguryo
;;ago;XXX;Tainae
;;acn;XXX;Achang
;;agj;XXX;Argobba
;;ryn;XXX;Northern Amami-Oshima
;;uuu;XXX;U
;;bgw;XXX;Bhatri
;;ait;XXX;Arikem
;;tio;XXX;Teop
;;bds;XXX;Burunge
;;ibg;XXX;Ibanag
;;orm;XXX;Oromo
;;foi;XXX;Foi
;;tmk;XXX;Northwestern Tamang
;;sgu;XXX;Salas
;;paq;XXX;Parya
;;kcr;XXX;Katla
;;mbi;XXX;Ilianen Manobo
;;bis;XXX;Bislama
;;kqa;XXX;Mum
;;nig;XXX;Ngalakan
;;lbe;XXX;Lak
;;xsj;XXX;Subi
;;phv;XXX;Pahlavani
;;sjk;XXX;Kemi Sami
;;txa;XXX;Tombonuo
;;sqi;XXX;Albanian
;;gdc;XXX;Gugu Badhun
;;rma;XXX;Rama
;;nxq;XXX;Naxi
;;zmc;XXX;Margany
;;eke;XXX;Ekit
;;kcz;XXX;Konongo
;;nup;XXX;Nupe-Nupe-Tako
;;hmq;XXX;Eastern Qiandong Miao
;;kbo;XXX;Keliko
;;asx;XXX;Muratayak
;;zlj;XXX;Liujiang Zhuang
;;mag;XXX;Magahi
;;skf;XXX;Sakirabiá
;;slr;XXX;Salar
;;pku;XXX;Paku
;;bdq;XXX;Bahnar
;;tdx;XXX;Tandroy-Mahafaly Malagasy
;;byx;XXX;Qaqet
;;ksg;XXX;Kusaghe
;;jbu;XXX;Jukun Takum
;;kwt;XXX;Kwesten
;;log;XXX;Logo
;;lhm;XXX;Lhomi
;;mkd;XXX;Macedonian
;;xga;XXX;Galatian
;;xbo;XXX;Bolgarian
;;cuk;XXX;San Blas Kuna
;;wor;XXX;Woria
;;lar;XXX;Larteh
;;pow;XXX;San Felipe Otlaltepec Popoloca
;;bng;XXX;Benga
;;tkx;XXX;Tangko
;;tfo;XXX;Tefaro
;;mys;XXX;Mesmes
;;ina;XXX;Interlingua (International Auxiliary Language Association)
;;xcn;XXX;Cotoname
;;qub;XXX;Huallaga Huánuco Quechua
;;bzf;XXX;Boikin
;;cuo;XXX;Cumanagoto
;;zmh;XXX;Makolkol
;;dtb;XXX;Labuk-Kinabatangan Kadazan
;;gou;XXX;Gavar
;;zpv;XXX;Chichicapan Zapotec
;;mrq;XXX;North Marquesan
;;dyi;XXX;Djimini Senoufo
;;kug;XXX;Kupa
;;llu;XXX;Lau
;;sje;XXX;Pite Sami
;;gej;XXX;Gen
;;kcy;XXX;Korandje
;;bxj;XXX;Bayungu
;;tiz;XXX;Tai Hongjin
;;ady;XXX;Adyghe
;;bru;XXX;Eastern Bru
;;mos;XXX;Mossi
;;bmo;XXX;Bambalang
;;kuz;XXX;Kunza
;;ket;XXX;Ket
;;gdj;XXX;Gurdjar
;;kwq;XXX;Kwak
;;rmy;XXX;Vlax Romani
;;jna;XXX;Jangshung
;;klh;XXX;Weliki
;;gue;XXX;Gurinji
;;xnn;XXX;Northern Kankanay
;;ots;XXX;Estado de México Otomi
;;mjg;XXX;Tu
;;klo;XXX;Kapya
;;xtw;XXX;Tawandê
;;pcw;XXX;Pyapun
;;aly;XXX;Alyawarr
;;pnb;XXX;Western Panjabi
;;ksf;XXX;Bafia
;;efa;XXX;Efai
;;prd;XXX;Parsi-Dari
;;dox;XXX;Bussa
;;wmt;XXX;Walmajarri
;;baj;XXX;Barakai
;;cjh;XXX;Upper Chehalis
;;rai;XXX;Ramoaaina
;;agx;XXX;Aghul
;;mfi;XXX;Wandala
;;toy;XXX;Topoiyo
;;dii;XXX;Dimbong
;;cyb;XXX;Cayubaba
;;xsc;XXX;Scythian
;;bmz;XXX;Baramu
;;odk;XXX;Od
;;ggb;XXX;Gbii
;;kzd;XXX;Kadai
;;nyo;XXX;Nyoro
;;koa;XXX;Konomala
;;hbu;XXX;Habu
;;xme;XXX;Median
;;cnu;XXX;Chenoua
;;kdc;XXX;Kutu
;;apb;XXX;Sa'a
;;kzh;XXX;Kenuzi-Dongola
;;fue;XXX;Borgu Fulfulde
;;kao;XXX;Xaasongaxango
;;tnv;XXX;Tangchangya
;;kve;XXX;Kalabakan
