#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
type;url;string;string;string
;;guw;XXX;Gun
;;pca;XXX;Santa Inés Ahuatempan Popoloca
;;yix;XXX;Axi Yi
;;udj;XXX;Ujir
;;dau;XXX;Dar Sila Daju
;;liq;XXX;Libido
;;crw;XXX;Chrau
;;nks;XXX;North Asmat
;;myv;XXX;Erzya
;;ifa;XXX;Amganad Ifugao
;;emi;XXX;Mussau-Emira
;;kvg;XXX;Kuni-Boazi
;;tkd;XXX;Tukudede
;;mmk;XXX;Mukha-Dora
;;gbe;XXX;Niksek
;;bry;XXX;Burui
;;ocu;XXX;Atzingo Matlatzinca
;;dmk;XXX;Domaaki
;;mzw;XXX;Deg
;;duy;XXX;Dicamay Agta
;;moy;XXX;Shekkacho
;;idt;XXX;Idaté
;;zml;XXX;Madngele
;;sma;XXX;Southern Sami
;;mdr;XXX;Mandar
;;xor;XXX;Korubo
;;kub;XXX;Kutep
;;btj;XXX;Bacanese Malay
;;ful;XXX;Fulah
;;mxd;XXX;Modang
;;pbs;XXX;Central Pame
;;zil;XXX;Zialo
;;geq;XXX;Geme
;;aux;XXX;Aurá
;;aki;XXX;Aiome
;;msj;XXX;Ma (Democratic Republic of Congo)
;;lok;XXX;Loko
;;toh;XXX;Gitonga
;;zaz;XXX;Zari
;;swq;XXX;Sharwa
;;tny;XXX;Tongwe
;;kfw;XXX;Kharam Naga
;;vki;XXX;Ija-Zuba
;;thh;XXX;Northern Tarahumara
;;mft;XXX;Mokerang
;;anj;XXX;Anor
;;gdf;XXX;Guduf-Gava
;;nod;XXX;Northern Thai
;;haq;XXX;Ha
;;zhn;XXX;Nong Zhuang
;;blt;XXX;Tai Dam
;;npb;XXX;Nupbikha
;;kvb;XXX;Kubu
;;yii;XXX;Yidiny
;;dre;XXX;Dolpo
;;bqc;XXX;Boko (Benin)
;;spp;XXX;Supyire Senoufo
;;crs;XXX;Seselwa Creole French
;;bgr;XXX;Bawm Chin
;;gyr;XXX;Guarayu
;;pem;XXX;Phende
;;moj;XXX;Monzombo
;;txn;XXX;West Tarangan
;;hnu;XXX;Hung
;;nnd;XXX;West Ambae
;;szw;XXX;Sawai
;;nob;XXX;Norwegian Bokmål
;;ped;XXX;Mala (Papua New Guinea)
;;lub;XXX;Luba-Katanga
;;xts;XXX;Sindihui Mixtec
;;hji;XXX;Haji
;;spi;XXX;Saponi
;;kep;XXX;Kaikadi
;;frs;XXX;Eastern Frisian
;;arp;XXX;Arapaho
;;zku;XXX;Kaurna
;;olo;XXX;Livvi
;;nhh;XXX;Nahari
;;mjm;XXX;Medebur
;;tom;XXX;Tombulu
;;alo;XXX;Larike-Wakasihu
;;ibd;XXX;Iwaidja
;;hch;XXX;Huichol
;;doa;XXX;Dom
;;xuo;XXX;Kuo
;;otx;XXX;Texcatepec Otomi
;;tcb;XXX;Tanacross
;;nac;XXX;Narak
;;yrk;XXX;Nenets
;;gin;XXX;Hinukh
;;ssp;XXX;Spanish Sign Language
;;lbj;XXX;Ladakhi
;;mru;XXX;Mono (Cameroon)
;;ghn;XXX;Ghanongga
;;gec;XXX;Gboloo Grebo
;;teu;XXX;Soo
;;pls;XXX;San Marcos Tlalcoyalco Popoloca
;;miw;XXX;Akoye
;;ttk;XXX;Totoro
;;xhe;XXX;Khetrani
;;abf;XXX;Abai Sungai
;;lba;XXX;Lui
;;gua;XXX;Shiki
;;xtz;XXX;Tasmanian
;;nbh;XXX;Ngamo
;;sja;XXX;Epena
;;asf;XXX;Australian Sign Language
;;vgt;XXX;Vlaamse Gebarentaal
;;kvv;XXX;Kola
;;zap;XXX;Zapotec
;;guj;XXX;Gujarati
;;dza;XXX;Tunzu
;;acb;XXX;Áncá
;;nyw;XXX;Nyaw
;;nke;XXX;Duke
;;jim;XXX;Jimi (Cameroon)
;;bxe;XXX;Birale
;;bmk;XXX;Ghayavi
;;zpr;XXX;Santiago Xanica Zapotec
;;wie;XXX;Wik-Epa
;;tkr;XXX;Tsakhur
;;nsc;XXX;Nshi
;;sxk;XXX;Southern Kalapuya
;;amw;XXX;Western Neo-Aramaic
;;xmm;XXX;Manado Malay
;;knk;XXX;Kuranko
;;cap;XXX;Chipaya
;;prh;XXX;Porohanon
;;pda;XXX;Anam
;;xpm;XXX;Pumpokol
;;oon;XXX;Önge
;;lbn;XXX;Lamet
;;tac;XXX;Lowland Tarahumara
;;cpc;XXX;Ajyíninka Apurucayali
;;qxs;XXX;Southern Qiang
;;kzk;XXX;Kazukuru
;;bbr;XXX;Girawa
;;lkt;XXX;Lakota
;;ram;XXX;Canela
;;kyx;XXX;Rapoisi
;;nsv;XXX;Southwestern Nisu
;;noy;XXX;Noy
;;sol;XXX;Solos
;;mso;XXX;Mombum
;;did;XXX;Didinga
;;vml;XXX;Malgana
;;nmd;XXX;Ndumu
;;keb;XXX;Kélé
;;vrt;XXX;Burmbar
;;ten;XXX;Tama (Colombia)
;;mnv;XXX;Rennell-Bellona
;;rji;XXX;Raji
;;isr;XXX;Israeli Sign Language
;;lij;XXX;Ligurian
;;mbe;XXX;Molale
;;her;XXX;Herero
;;mhs;XXX;Buru (Indonesia)
;;drl;XXX;Darling
;;any;XXX;Anyin
;;hca;XXX;Andaman Creole Hindi
;;aez;XXX;Aeka
;;gah;XXX;Alekano
;;hos;XXX;Ho Chi Minh City Sign Language
;;poe;XXX;San Juan Atzingo Popoloca
;;vaj;XXX;Vasekela Bushman
;;ted;XXX;Tepo Krumen
;;irh;XXX;Irarutu
;;zpq;XXX;Zoogocho Zapotec
;;shl;XXX;Shendu
;;pev;XXX;Pémono
;;tee;XXX;Huehuetla Tepehua
;;nhk;XXX;Isthmus-Cosoleacaque Nahuatl
;;jpa;XXX;Jewish Palestinian Aramaic
;;bau;XXX;Bada (Nigeria)
;;vmx;XXX;Tamazola Mixtec
;;opt;XXX;Opata
;;swy;XXX;Sarua
;;dgd;XXX;Dagaari Dioula
;;bfc;XXX;Northern Bai
;;ndd;XXX;Nde-Nsele-Nta
;;dmb;XXX;Mombo Dogon
;;xlu;XXX;Cuneiform Luwian
;;boo;XXX;Tiemacèwè Bozo
;;xsi;XXX;Sio
;;kst;XXX;Winyé
;;kei;XXX;Kei
;;bzn;XXX;Boano (Maluku)
;;kmx;XXX;Waboda
;;vsi;XXX;Moldova Sign Language
;;rna;XXX;Runa
;;duo;XXX;Dupaninan Agta
;;mtl;XXX;Montol
;;kmb;XXX;Kimbundu
;;mbn;XXX;Macaguán
;;wti;XXX;Berta
;;mej;XXX;Meyah
;;bab;XXX;Bainouk-Gunyuño
;;dtp;XXX;Central Dusun
;;ymr;XXX;Malasar
;;trx;XXX;Tringgus-Sembaan Bidayuh
;;lbx;XXX;Lawangan
;;cst;XXX;Northern Ohlone
;;kxf;XXX;Manumanaw Karen
;;jbj;XXX;Arandai
;;mnj;XXX;Munji
;;kmc;XXX;Southern Dong
;;hsl;XXX;Hausa Sign Language
;;fir;XXX;Firan
;;kad;XXX;Kadara
;;obr;XXX;Old Burmese
;;nde;XXX;North Ndebele
;;jaz;XXX;Jawe
;;kbx;XXX;Ap Ma
;;ivb;XXX;Ibatan
;;ccq;XXX;Chaungtha
;;mfm;XXX;Marghi South
;;mcj;XXX;Mvanip
;;ksq;XXX;Kwaami
;;fln;XXX;Flinders Island
;;hsn;XXX;Xiang Chinese
;;col;XXX;Columbia-Wenatchi
;;brd;XXX;Baraamu
;;dhu;XXX;Dhurga
;;had;XXX;Hatam
;;yen;XXX;Yendang
;;nbq;XXX;Nggem
;;avt;XXX;Au
;;kex;XXX;Kukna
;;goq;XXX;Gorap
;;bvc;XXX;Baelelea
;;mqv;XXX;Mosimo
;;geg;XXX;Gengle
;;apx;XXX;Aputai
;;zaw;XXX;Mitla Zapotec
;;bmw;XXX;Bomwali
;;vsv;XXX;Valencian Sign Language
;;wbh;XXX;Wanda
;;kgg;XXX;Kusunda
;;mjd;XXX;Northwest Maidu
;;lbw;XXX;Tolaki
;;agt;XXX;Central Cagayan Agta
;;mjx;XXX;Mahali
;;abp;XXX;Abellen Ayta
;;mxf;XXX;Malgbe
;;tbx;XXX;Kapin
;;stj;XXX;Matya Samo
;;tbn;XXX;Barro Negro Tunebo
;;pwm;XXX;Molbog
;;mav;XXX;Sateré-Mawé
;;ldj;XXX;Lemoro
;;hod;XXX;Holma
;;tld;XXX;Talaud
;;ome;XXX;Omejes
;;koz;XXX;Korak
;;epo;XXX;Esperanto
;;vmi;XXX;Miwa
;;hrk;XXX;Haruku
;;hat;XXX;Haitian
;;ckb;XXX;Central Kurdish
;;abr;XXX;Abron
;;xcu;XXX;Curonian
;;asz;XXX;As
;;sca;XXX;Sansu
;;unm;XXX;Unami
;;cvn;XXX;Valle Nacional Chinantec
;;mdv;XXX;Santa Lucía Monteverde Mixtec
;;kin;XXX;Kinyarwanda
;;uri;XXX;Urim
;;pth;XXX;Pataxó Hã-Ha-Hãe
;;ium;XXX;Iu Mien
;;gau;XXX;Mudhili Gadaba
;;yua;XXX;Yucateco
;;pux;XXX;Puare
;;nad;XXX;Nijadali
;;xkx;XXX;Karore
;;lmj;XXX;West Lembata
;;dmg;XXX;Upper Kinabatangan
;;gqi;XXX;Guiqiong
;;xri;XXX;Krikati-Timbira
;;ktk;XXX;Kaniet
;;oma;XXX;Omaha-Ponca
;;ghr;XXX;Ghera
;;tbo;XXX;Tawala
;;bvk;XXX;Bukat
;;cgk;XXX;Chocangacakha
;;acy;XXX;Cypriot Arabic
;;bdb;XXX;Basap
;;lim;XXX;Limburgan
;;hsb;XXX;Upper Sorbian
;;oko;XXX;Old Korean (3rd-9th cent.)
;;avd;XXX;Alviri-Vidari
;;lew;XXX;Ledo Kaili
;;scg;XXX;Sanggau
;;cmt;XXX;Camtho
;;cdg;XXX;Chamari
;;gal;XXX;Galoli
;;pgk;XXX;Rerep
;;nqk;XXX;Kura Ede Nago
;;iii;XXX;Sichuan Yi
;;kqi;XXX;Koitabu
;;fah;XXX;Baissa Fali
;;gof;XXX;Gofa
;;zlm;XXX;Malay (individual language)
;;nhw;XXX;Western Huasteca Nahuatl
;;khb;XXX;Lü
;;utr;XXX;Etulo
;;lwh;XXX;White Lachi
;;rnl;XXX;Ranglong
;;kkc;XXX;Odoodee
;;seg;XXX;Segeju
;;qus;XXX;Santiago del Estero Quichua
;;bfh;XXX;Blafe
;;stm;XXX;Setaman
;;bjh;XXX;Bahinemo
;;etn;XXX;Eton (Vanuatu)
;;kjg;XXX;Khmu
;;bww;XXX;Bwa
;;tfn;XXX;Tanaina
;;lst;XXX;Trinidad and Tobago Sign Language
;;rwk;XXX;Rwa
;;wgi;XXX;Wahgi
;;cno;XXX;Con
;;ill;XXX;Iranun
;;twa;XXX;Twana
;;gac;XXX;Mixed Great Andamanese
;;rim;XXX;Nyaturu
;;lea;XXX;Lega-Shabunda
;;zgm;XXX;Minz Zhuang
;;bqz;XXX;Bakaka
;;anf;XXX;Animere
;;nbu;XXX;Rongmei Naga
;;tkb;XXX;Buksa
;;myp;XXX;Pirahã
;;eso;XXX;Estonian Sign Language
;;zrs;XXX;Mairasi
;;bwp;XXX;Mandobo Bawah
;;pyn;XXX;Poyanáwa
;;prx;XXX;Purik
;;tmm;XXX;Tai Thanh
;;omi;XXX;Omi
;;pij;XXX;Pijao
;;khr;XXX;Kharia
;;mkc;XXX;Siliput
;;kig;XXX;Kimaama
;;bbh;XXX;Bugan
;;hea;XXX;Northern Qiandong Miao
;;wnm;XXX;Wanggamala
;;kcp;XXX;Kanga
;;dsq;XXX;Tadaksahak
;;lax;XXX;Tiwa
;;slu;XXX;Selaru
;;bps;XXX;Sarangani Blaan
;;nwe;XXX;Ngwe
;;niz;XXX;Ningil
;;kal;XXX;Kalaallisut
;;psr;XXX;Portuguese Sign Language
;;ega;XXX;Ega
;;rnp;XXX;Rongpo
;;wab;XXX;Wab
;;aul;XXX;Aulua
;;udu;XXX;Uduk
;;aws;XXX;South Awyu
;;xzp;XXX;Ancient Zapotec
;;ktt;XXX;Ketum
;;ckh;XXX;Chak
;;wao;XXX;Wappo
;;bcy;XXX;Bacama
;;hlb;XXX;Halbi
;;bcr;XXX;Babine
;;fuf;XXX;Pular
;;pru;XXX;Puragi
;;jee;XXX;Jerung
;;mhf;XXX;Mamaa
;;yao;XXX;Yao
;;thm;XXX;Aheu
;;neq;XXX;North Central Mixe
;;xwg;XXX;Kwegu
;;tum;XXX;Tumbuka
;;tpu;XXX;Tampuan
;;sgb;XXX;Mag-antsi Ayta
;;bvd;XXX;Baeggu
;;fal;XXX;South Fali
;;tui;XXX;Tupuri
;;bvn;XXX;Buna
;;cob;XXX;Chicomuceltec
;;gbs;XXX;Gbesi Gbe
;;pmk;XXX;Pamlico
;;ald;XXX;Alladian
;;tnq;XXX;Taino
;;haf;XXX;Haiphong Sign Language
;;sqa;XXX;Shama-Sambuga
;;lkd;XXX;Lakondê
;;bej;XXX;Beja
;;mlt;XXX;Maltese
;;eiv;XXX;Askopan
;;pua;XXX;Western Highland Purepecha
;;bkp;XXX;Boko (Democratic Republic of Congo)
;;bls;XXX;Balaesang
;;tnz;XXX;Tonga (Thailand)
;;kcj;XXX;Kobiana
;;bmp;XXX;Bulgebi
;;mrp;XXX;Morouas
;;bht;XXX;Bhattiyali
;;lsm;XXX;Saamia
;;zmu;XXX;Muruwari
;;myy;XXX;Macuna
;;czk;XXX;Knaanic
;;bgj;XXX;Bangolan
;;luo;XXX;Luo (Kenya and Tanzania)
;;nja;XXX;Nzanyi
;;auh;XXX;Aushi
;;bch;XXX;Bariai
;;nmc;XXX;Ngam
;;srv;XXX;Southern Sorsoganon
;;pdi;XXX;Pa Di
;;max;XXX;North Moluccan Malay
;;gcr;XXX;Guianese Creole French
;;tal;XXX;Tal
;;skq;XXX;Sininkere
;;trl;XXX;Traveller Scottish
;;trh;XXX;Turaka
;;mqf;XXX;Momuna
;;wer;XXX;Weri
;;sif;XXX;Siamou
;;rub;XXX;Gungu
;;vic;XXX;Virgin Islands Creole English
;;oji;XXX;Ojibwa
;;cla;XXX;Ron
;;gwb;XXX;Gwa
;;yna;XXX;Aluo
;;lif;XXX;Limbu
;;trs;XXX;Chicahuaxtla Triqui
;;mxx;XXX;Mahou
;;thw;XXX;Thudam
;;abh;XXX;Tajiki Arabic
;;oru;XXX;Ormuri
;;vay;XXX;Wayu
;;sym;XXX;Maya Samo
;;aap;XXX;Pará Arára
;;mcl;XXX;Macaguaje
;;yij;XXX;Yindjibarndi
;;ukw;XXX;Ukwuani-Aboh-Ndoni
;;rmk;XXX;Romkun
;;tsz;XXX;Purepecha
;;kww;XXX;Kwinti
;;nak;XXX;Nakanai
;;aag;XXX;Ambrak
;;kua;XXX;Kuanyama
;;diz;XXX;Ding
;;spd;XXX;Saep
;;bxp;XXX;Bebil
;;psn;XXX;Panasuan
;;jaa;XXX;Jamamadí
;;kju;XXX;Kashaya
;;bzy;XXX;Obanliku
;;kzs;XXX;Sugut Dusun
;;mbv;XXX;Mbulungish
;;nge;XXX;Ngemba
;;mvs;XXX;Massep
;;mqa;XXX;Maba (Indonesia)
;;skx;XXX;Seko Padang
;;nrr;XXX;Norra
;;fly;XXX;Tsotsitaal
;;mnl;XXX;Tiale
;;kpi;XXX;Kofei
;;gum;XXX;Guambiano
;;abw;XXX;Pal
;;ven;XXX;Venda
;;sop;XXX;Songe
;;pbi;XXX;Parkwa
;;ons;XXX;Ono
;;mse;XXX;Musey
;;loj;XXX;Lou
;;ids;XXX;Idesa
;;dui;XXX;Dumun
;;zsm;XXX;Standard Malay
;;pfe;XXX;Peere
;;xns;XXX;Kanashi
;;sxu;XXX;Upper Saxon
;;kmg;XXX;Kâte
;;fia;XXX;Nobiin
;;sbe;XXX;Saliba
;;qxh;XXX;Panao Huánuco Quechua
;;xhu;XXX;Hurrian
;;nly;XXX;Nyamal
;;bog;XXX;Bamako Sign Language
;;mis;XXX;Uncoded languages
;;bgx;XXX;Balkan Gagauz Turkish
;;bsm;XXX;Busami
;;ktd;XXX;Kokata
;;lnm;XXX;Langam
;;glw;XXX;Glavda
;;kpb;XXX;Mullu Kurumba
;;sgm;XXX;Singa
;;hoo;XXX;Holoholo
;;fut;XXX;Futuna-Aniwa
;;ybb;XXX;Yemba
;;wig;XXX;Wik-Ngathana
;;irn;XXX;Irántxe
;;zoh;XXX;Chimalapa Zoque
;;iti;XXX;Inlaod Itneg
;;pei;XXX;Chichimeca-Jonaz
;;grw;XXX;Gweda
;;lga;XXX;Lungga
;;ndr;XXX;Ndoola
;;aby;XXX;Aneme Wake
;;ndp;XXX;Ndo
;;nmn;XXX;!Xóõ
;;ach;XXX;Acoli
;;dya;XXX;Dyan
;;smt;XXX;Simte
;;oge;XXX;Old Georgian
;;ncz;XXX;Natchez
;;mhx;XXX;Maru
;;slm;XXX;Pangutaran Sama
;;bid;XXX;Bidiyo
;;kqo;XXX;Eastern Krahn
;;txy;XXX;Tanosy Malagasy
;;nzb;XXX;Njebi
;;clo;XXX;Lowland Oaxaca Chontal
;;wle;XXX;Wolane
;;xeb;XXX;Eblan
;;wln;XXX;Walloon
;;psd;XXX;Plains Indian Sign Language
;;kfh;XXX;Kurichiya
;;qwt;XXX;Kwalhioqua-Tlatskanai
;;pnu;XXX;Jiongnai Bunu
;;nav;XXX;Navajo
;;drr;XXX;Dororo
;;tiw;XXX;Tiwi
;;nlk;XXX;Ninia Yali
;;vah;XXX;Varhadi-Nagpuri
;;ywa;XXX;Kalou
;;kkk;XXX;Kokota
;;tbf;XXX;Mandara
;;pcg;XXX;Paniya
;;kfp;XXX;Korwa
;;jus;XXX;Jumla Sign Language
;;gmx;XXX;Magoma
;;nul;XXX;Nusa Laut
;;umu;XXX;Munsee
;;bho;XXX;Bhojpuri
;;mij;XXX;Abar
;;kjn;XXX;Kunjen
;;kat;XXX;Georgian
;;bus;XXX;Bokobaru
;;lna;XXX;Langbashe
;;lat;XXX;Latin
;;hit;XXX;Hittite
;;gba;XXX;Gbaya (Central African Republic)
;;tpm;XXX;Tampulma
;;mze;XXX;Morawa
;;mks;XXX;Silacayoapan Mixtec
;;shu;XXX;Chadian Arabic
;;cwg;XXX;Chewong
;;thp;XXX;Thompson
;;sbv;XXX;Sabine
;;mss;XXX;West Masela
;;nce;XXX;Yale
;;ebr;XXX;Ebrié
;;xna;XXX;Ancient North Arabian
;;saz;XXX;Saurashtra
;;mul;XXX;Multiple languages
;;bpx;XXX;Palya Bareli
;;bhj;XXX;Bahing
;;hrx;XXX;Hunsrik
;;pkc;XXX;Paekche
;;mqj;XXX;Mamasa
;;kmy;XXX;Koma
;;tne;XXX;Tinoc Kallahan
;;coy;XXX;Coyaima
;;awx;XXX;Awara
;;acq;XXX;Ta'izzi-Adeni Arabic
;;big;XXX;Biangai
;;xmk;XXX;Ancient Macedonian
;;tmg;XXX;Ternateño
;;rpn;XXX;Repanbitip
;;wrs;XXX;Waris
;;ema;XXX;Emai-Iuleha-Ora
;;nnh;XXX;Ngiemboon
;;cbj;XXX;Ede Cabe
;;tip;XXX;Trimuris
;;crd;XXX;Coeur d'Alene
;;kxt;XXX;Koiwat
;;kng;XXX;Koongo
;;bhc;XXX;Biga
;;zmw;XXX;Mbo (Democratic Republic of Congo)
;;umd;XXX;Umbindhamu
;;uvl;XXX;Lote
;;llx;XXX;Lauan
;;ylo;XXX;Naluo Yi
;;mus;XXX;Creek
;;lgm;XXX;Lega-Mwenga
;;tow;XXX;Jemez
;;jii;XXX;Jiiddu
;;ywl;XXX;Western Lalu
;;rat;XXX;Razajerdi
;;spm;XXX;Sepen
;;dho;XXX;Dhodia
;;blj;XXX;Bolongan
;;sne;XXX;Bau Bidayuh
;;koq;XXX;Kota (Gabon)
;;wmn;XXX;Waamwang
;;mgi;XXX;Lijili
;;wuv;XXX;Wuvulu-Aua
;;nrx;XXX;Ngurmbur
;;xcc;XXX;Camunic
;;ayr;XXX;Central Aymara
;;apm;XXX;Mescalero-Chiricahua Apache
;;wap;XXX;Wapishana
;;cjp;XXX;Cabécar
;;sae;XXX;Sabanê
;;cat;XXX;Catalan
;;xno;XXX;Anglo-Norman
;;pli;XXX;Pali
;;kvz;XXX;Tsakwambo
;;bba;XXX;Baatonum
;;nhm;XXX;Morelos Nahuatl
;;waf;XXX;Wakoná
;;cbb;XXX;Cabiyarí
;;dih;XXX;Kumiai
;;hlu;XXX;Hieroglyphic Luwian
;;bcs;XXX;Kohumono
;;kiu;XXX;Kirmanjki (individual language)
;;hir;XXX;Himarimã
;;asl;XXX;Asilulu
;;obk;XXX;Southern Bontok
;;mnz;XXX;Moni
;;non;XXX;Old Norse
;;ddi;XXX;West Goodenough
;;tdk;XXX;Tambas
;;slf;XXX;Swiss-Italian Sign Language
;;ceb;XXX;Cebuano
;;wlw;XXX;Walak
;;mrd;XXX;Western Magar
;;ttt;XXX;Muslim Tat
;;chz;XXX;Ozumacín Chinantec
;;wax;XXX;Watam
;;baf;XXX;Nubaca
;;xkq;XXX;Koroni
;;wrz;XXX;Waray (Australia)
;;pae;XXX;Pagibete
;;bzt;XXX;Brithenig
;;xso;XXX;Solano
;;xiv;XXX;Indus Valley Language
;;yiq;XXX;Miqie
;;lgh;XXX;Laghuu
;;sis;XXX;Siuslaw
;;sra;XXX;Saruga
;;taw;XXX;Tai
;;pia;XXX;Pima Bajo
;;loq;XXX;Lobala
;;ise;XXX;Italian Sign Language
;;auu;XXX;Auye
;;mmy;XXX;Migaama
;;thi;XXX;Tai Long
;;ahn;XXX;Àhàn
;;hud;XXX;Huaulu
;;chg;XXX;Chagatai
;;waw;XXX;Waiwai
;;wuy;XXX;Wauyai
;;riu;XXX;Riung
;;bxw;XXX;Bankagooma
;;mla;XXX;Malo
;;psy;XXX;Piscataway
;;faz;XXX;Northwestern Fars
;;ktx;XXX;Kaxararí
;;nbn;XXX;Kuri
;;mfg;XXX;Mixifore
;;mqs;XXX;West Makian
;;kvm;XXX;Kendem
;;xmy;XXX;Mayaguduna
;;daf;XXX;Dan
;;pav;XXX;Pakaásnovos
;;wnc;XXX;Wantoat
;;tql;XXX;Lehali
;;muz;XXX;Mursi
;;hne;XXX;Chhattisgarhi
;;qxp;XXX;Puno Quechua
;;swn;XXX;Sawknah
;;hue;XXX;San Francisco Del Mar Huave
;;kgu;XXX;Kobol
;;zch;XXX;Central Hongshuihe Zhuang
;;bla;XXX;Siksika
;;pax;XXX;Pankararé
;;kdz;XXX;Kwaja
;;cpy;XXX;South Ucayali Ashéninka
;;scs;XXX;North Slavey
;;mpn;XXX;Mindiri
;;mzj;XXX;Manya
;;mny;XXX;Manyawa
;;elk;XXX;Elkei
;;mlg;XXX;Malagasy
;;kyh;XXX;Karok
;;cps;XXX;Capiznon
;;ssb;XXX;Southern Sama
;;ojb;XXX;Northwestern Ojibwa
;;bmg;XXX;Bamwe
;;yaa;XXX;Yaminahua
;;tto;XXX;Lower Ta'oih
;;hvv;XXX;Santa María Del Mar Huave
;;ade;XXX;Adele
;;luv;XXX;Luwati
;;xps;XXX;Pisidian
;;tim;XXX;Timbe
;;elx;XXX;Elamite
;;cbr;XXX;Cashibo-Cacataibo
;;crv;XXX;Chaura
;;ukr;XXX;Ukrainian
;;bkk;XXX;Brokskat
;;moq;XXX;Mor (Bomberai Peninsula)
;;uji;XXX;Tanjijili
;;mfp;XXX;Makassar Malay
;;nbt;XXX;Na
;;zpu;XXX;Yalálag Zapotec
;;tgq;XXX;Tring
;;ral;XXX;Ralte
;;nsd;XXX;Southern Nisu
;;brg;XXX;Baure
;;bxb;XXX;Belanda Bor
;;xcm;XXX;Comecrudo
;;knn;XXX;Konkani (individual language)
;;aoi;XXX;Anindilyakwa
;;opm;XXX;Oksapmin
;;kvy;XXX;Yintale Karen
;;zpp;XXX;El Alto Zapotec
;;sze;XXX;Seze
;;str;XXX;Straits Salish
;;glo;XXX;Galambu
;;giq;XXX;Green Gelao
;;aft;XXX;Afitti
;;amk;XXX;Ambai
;;mwl;XXX;Mirandese
;;zao;XXX;Ozolotepec Zapotec
;;ull;XXX;Ullatan
;;msr;XXX;Mongolian Sign Language
;;nkf;XXX;Inpui Naga
;;mdy;XXX;Male (Ethiopia)
;;lud;XXX;Ludian
;;snl;XXX;Sangil
;;zar;XXX;Rincón Zapotec
;;ras;XXX;Tegali
;;mbh;XXX;Mangseng
;;dig;XXX;Digo
;;pud;XXX;Punan Aput
;;nom;XXX;Nocamán
;;jio;XXX;Jiamao
;;jyy;XXX;Jaya
;;oml;XXX;Ombo
;;dzn;XXX;Dzando
;;kew;XXX;West Kewa
;;wbb;XXX;Wabo
;;tda;XXX;Tagdal
;;poh;XXX;Poqomchi'
;;bzs;XXX;Brazilian Sign Language
;;lig;XXX;Ligbi
;;kea;XXX;Kabuverdianu
;;urb;XXX;Urubú-Kaapor
;;coz;XXX;Chochotec
;;fer;XXX;Feroge
;;ytl;XXX;Tanglang
;;kyw;XXX;Kudmali
;;und;XXX;Undetermined
;;unk;XXX;Enawené-Nawé
;;mtm;XXX;Mator
;;kzw;XXX;Karirí-Xocó
;;bew;XXX;Betawi
;;ruq;XXX;Megleno Romanian
;;byn;XXX;Bilin
;;zah;XXX;Zangwal
;;dby;XXX;Dibiyaso
;;bzh;XXX;Mapos Buang
;;xsv;XXX;Sudovian
;;fap;XXX;Palor
;;mty;XXX;Nabi
;;hux;XXX;Nüpode Huitoto
;;jbr;XXX;Jofotek-Bromnya
;;oro;XXX;Orokolo
;;com;XXX;Comanche
;;gbf;XXX;Gaikundi
;;tdd;XXX;Tai Nüa
;;moc;XXX;Mocoví
;;cdn;XXX;Chaudangsi
;;gab;XXX;Gabri
;;teo;XXX;Teso
;;aqp;XXX;Atakapa
;;kmu;XXX;Kanite
;;nsr;XXX;Maritime Sign Language
;;htx;XXX;Middle Hittite
;;akv;XXX;Akhvakh
;;bbs;XXX;Bakpinka
;;xpy;XXX;Puyo
;;lrk;XXX;Loarki
;;klr;XXX;Khaling
;;pbc;XXX;Patamona
;;nsw;XXX;Navut
;;nkt;XXX;Nyika (Tanzania)
;;kyg;XXX;Keyagana
;;akl;XXX;Aklanon
;;ekl;XXX;Kol
;;bxh;XXX;Buhutu
;;ldi;XXX;Laari
;;nlz;XXX;Nalögo
;;des;XXX;Desano
;;nkq;XXX;Nkami
;;sab;XXX;Buglere
;;kxc;XXX;Konso
;;jnd;XXX;Jandavra
;;smz;XXX;Simeku
;;bra;XXX;Braj
;;ant;XXX;Antakarinya
;;bqm;XXX;Wumboko
;;myw;XXX;Muyuw
;;lbm;XXX;Lodhi
;;kmd;XXX;Majukayang Kalinga
;;zts;XXX;Tilquiapan Zapotec
;;yly;XXX;Nyâlayu
;;ugy;XXX;Uruguayan Sign Language
;;xaq;XXX;Aquitanian
;;lag;XXX;Langi
;;quv;XXX;Sacapulteco
;;tqm;XXX;Turumsa
;;kcx;XXX;Kachama-Ganjule
;;ify;XXX;Keley-I Kallahan
;;lbv;XXX;Lavatbura-Lamusong
;;jye;XXX;Judeo-Yemeni Arabic
;;kss;XXX;Southern Kisi
;;fum;XXX;Fum
;;ckv;XXX;Kavalan
;;wpc;XXX;Maco
;;tty;XXX;Sikaritai
;;noh;XXX;Nomu
;;zpz;XXX;Texmelucan Zapotec
;;kvr;XXX;Kerinci
;;ycn;XXX;Yucuna
;;xsd;XXX;Sidetic
;;dyb;XXX;Dyaberdyaber
;;owi;XXX;Owiniga
;;apt;XXX;Apatani
;;mam;XXX;Mam
;;rab;XXX;Camling
;;yid;XXX;Yiddish
;;duh;XXX;Dungra Bhil
;;kls;XXX;Kalasha
;;gby;XXX;Gbari
;;ybo;XXX;Yabong
;;ndc;XXX;Ndau
;;mhy;XXX;Ma'anyan
;;bxi;XXX;Pirlatapa
;;ycp;XXX;Chepya
